3.2179 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
138.4633 	EXP 	Fixation: autoDraw = False
138.4633 	EXP 	grating: autoDraw = False
138.4633 	EXP 	grating: ori = 4.0
138.4633 	EXP 	Fixation: autoDraw = True
139.4632 	EXP 	Fixation: autoDraw = False
139.4632 	EXP 	grating: autoDraw = True
139.7631 	EXP 	grating: autoDraw = False
140.2317 	EXP 	New trial (rep=61, index=0): None
140.2331 	DATA 	Keypress: down
140.2465 	EXP 	Fixation: autoDraw = False
140.2465 	EXP 	grating: autoDraw = False
140.2465 	EXP 	grating: ori = 0.0
140.2465 	EXP 	Fixation: autoDraw = True
141.2465 	EXP 	Fixation: autoDraw = False
141.2465 	EXP 	grating: autoDraw = True
141.5467 	EXP 	grating: autoDraw = False
142.0156 	EXP 	New trial (rep=62, index=0): None
142.0173 	DATA 	Keypress: up
142.0298 	EXP 	Fixation: autoDraw = False
142.0298 	EXP 	grating: autoDraw = False
142.0298 	EXP 	grating: ori = -4.0
142.0298 	EXP 	Fixation: autoDraw = True
143.0300 	EXP 	Fixation: autoDraw = False
143.0300 	EXP 	grating: autoDraw = True
143.3300 	EXP 	grating: autoDraw = False
143.9005 	EXP 	New trial (rep=63, index=0): None
143.9024 	DATA 	Keypress: down
143.9132 	EXP 	Fixation: autoDraw = False
143.9132 	EXP 	grating: autoDraw = False
143.9132 	EXP 	grating: ori = 1.0
143.9132 	EXP 	Fixation: autoDraw = True
144.9133 	EXP 	Fixation: autoDraw = False
144.9133 	EXP 	grating: autoDraw = True
145.2132 	EXP 	grating: autoDraw = False
145.6851 	EXP 	New trial (rep=64, index=0): None
145.6877 	DATA 	Keypress: up
145.6967 	EXP 	Fixation: autoDraw = False
145.6967 	EXP 	grating: autoDraw = False
145.6967 	EXP 	grating: ori = -2.0
145.6967 	EXP 	Fixation: autoDraw = True
146.6966 	EXP 	Fixation: autoDraw = False
146.6966 	EXP 	grating: autoDraw = True
146.9965 	EXP 	grating: autoDraw = False
147.3821 	EXP 	New trial (rep=65, index=0): None
147.3835 	DATA 	Keypress: down
147.3963 	EXP 	Fixation: autoDraw = False
147.3963 	EXP 	grating: autoDraw = False
147.3963 	EXP 	grating: ori = -3.0
147.3963 	EXP 	Fixation: autoDraw = True
148.3965 	EXP 	Fixation: autoDraw = False
148.3965 	EXP 	grating: autoDraw = True
148.6964 	EXP 	grating: autoDraw = False
149.3500 	EXP 	New trial (rep=66, index=0): None
149.3520 	DATA 	Keypress: down
149.3630 	EXP 	Fixation: autoDraw = False
149.3630 	EXP 	grating: autoDraw = False
149.3630 	EXP 	grating: ori = 1.0
149.3630 	EXP 	Fixation: autoDraw = True
150.3630 	EXP 	Fixation: autoDraw = False
150.3630 	EXP 	grating: autoDraw = True
150.6628 	EXP 	grating: autoDraw = False
151.3336 	EXP 	New trial (rep=67, index=0): None
151.3355 	DATA 	Keypress: up
151.3463 	EXP 	Fixation: autoDraw = False
151.3463 	EXP 	grating: autoDraw = False
151.3463 	EXP 	grating: ori = 0.0
151.3463 	EXP 	Fixation: autoDraw = True
152.3463 	EXP 	Fixation: autoDraw = False
152.3463 	EXP 	grating: autoDraw = True
152.6466 	EXP 	grating: autoDraw = False
153.3835 	EXP 	New trial (rep=68, index=0): None
153.3859 	DATA 	Keypress: down
153.3962 	EXP 	Fixation: autoDraw = False
153.3962 	EXP 	grating: autoDraw = False
153.3962 	EXP 	grating: ori = 0.0
153.3962 	EXP 	Fixation: autoDraw = True
154.3964 	EXP 	Fixation: autoDraw = False
154.3964 	EXP 	grating: autoDraw = True
154.6962 	EXP 	grating: autoDraw = False
155.4005 	EXP 	New trial (rep=69, index=0): None
155.4030 	DATA 	Keypress: down
155.4129 	EXP 	Fixation: autoDraw = False
155.4129 	EXP 	grating: autoDraw = False
155.4129 	EXP 	grating: ori = 0.0
155.4129 	EXP 	Fixation: autoDraw = True
156.4129 	EXP 	Fixation: autoDraw = False
156.4129 	EXP 	grating: autoDraw = True
156.7129 	EXP 	grating: autoDraw = False
157.0667 	EXP 	New trial (rep=70, index=0): None
157.0684 	DATA 	Keypress: up
157.0795 	EXP 	Fixation: autoDraw = False
157.0795 	EXP 	grating: autoDraw = False
157.0795 	EXP 	grating: ori = 0.0
157.0795 	EXP 	Fixation: autoDraw = True
158.0795 	EXP 	Fixation: autoDraw = False
158.0795 	EXP 	grating: autoDraw = True
158.3794 	EXP 	grating: autoDraw = False
158.8996 	EXP 	New trial (rep=71, index=0): None
158.9020 	DATA 	Keypress: up
158.9128 	EXP 	Fixation: autoDraw = False
158.9128 	EXP 	grating: autoDraw = False
158.9128 	EXP 	grating: ori = 2.0
158.9128 	EXP 	Fixation: autoDraw = True
159.9129 	EXP 	Fixation: autoDraw = False
159.9129 	EXP 	grating: autoDraw = True
160.2126 	EXP 	grating: autoDraw = False
160.5834 	EXP 	New trial (rep=72, index=0): None
160.5857 	DATA 	Keypress: down
160.5960 	EXP 	Fixation: autoDraw = False
160.5960 	EXP 	grating: autoDraw = False
160.5960 	EXP 	grating: ori = 0.0
160.5960 	EXP 	Fixation: autoDraw = True
161.5961 	EXP 	Fixation: autoDraw = False
161.5961 	EXP 	grating: autoDraw = True
161.8960 	EXP 	grating: autoDraw = False
162.4835 	EXP 	New trial (rep=73, index=0): None
162.4854 	DATA 	Keypress: up
162.4959 	EXP 	Fixation: autoDraw = False
162.4959 	EXP 	grating: autoDraw = False
162.4959 	EXP 	grating: ori = 0.0
162.4959 	EXP 	Fixation: autoDraw = True
163.4961 	EXP 	Fixation: autoDraw = False
163.4961 	EXP 	grating: autoDraw = True
163.7958 	EXP 	grating: autoDraw = False
164.2482 	DATA 	Keypress: up
164.2665 	EXP 	New trial (rep=74, index=0): None
164.2793 	EXP 	Fixation: autoDraw = False
164.2793 	EXP 	grating: autoDraw = False
164.2793 	EXP 	grating: ori = -2.0
164.2793 	EXP 	Fixation: autoDraw = True
165.2792 	EXP 	Fixation: autoDraw = False
165.2792 	EXP 	grating: autoDraw = True
165.5792 	EXP 	grating: autoDraw = False
165.9835 	EXP 	New trial (rep=75, index=0): None
165.9853 	DATA 	Keypress: down
165.9958 	EXP 	Fixation: autoDraw = False
165.9958 	EXP 	grating: autoDraw = False
165.9958 	EXP 	grating: ori = 0.0
165.9958 	EXP 	Fixation: autoDraw = True
166.9957 	EXP 	Fixation: autoDraw = False
166.9957 	EXP 	grating: autoDraw = True
167.2958 	EXP 	grating: autoDraw = False
167.9498 	EXP 	New trial (rep=76, index=0): None
167.9517 	DATA 	Keypress: down
167.9623 	EXP 	Fixation: autoDraw = False
167.9623 	EXP 	grating: autoDraw = False
167.9623 	EXP 	grating: ori = 0.0
167.9623 	EXP 	Fixation: autoDraw = True
168.9625 	EXP 	Fixation: autoDraw = False
168.9625 	EXP 	grating: autoDraw = True
169.2624 	EXP 	grating: autoDraw = False
169.8830 	EXP 	New trial (rep=77, index=0): None
169.8853 	DATA 	Keypress: down
169.8958 	EXP 	Fixation: autoDraw = False
169.8958 	EXP 	grating: autoDraw = False
169.8958 	EXP 	grating: ori = -2.0
169.8958 	EXP 	Fixation: autoDraw = True
170.8957 	EXP 	Fixation: autoDraw = False
170.8957 	EXP 	grating: autoDraw = True
171.1956 	EXP 	grating: autoDraw = False
171.5818 	DATA 	Keypress: down
171.6002 	EXP 	New trial (rep=78, index=0): None
171.6124 	EXP 	Fixation: autoDraw = False
171.6124 	EXP 	grating: autoDraw = False
171.6124 	EXP 	grating: ori = 4.0
171.6124 	EXP 	Fixation: autoDraw = True
172.6122 	EXP 	Fixation: autoDraw = False
172.6122 	EXP 	grating: autoDraw = True
172.9123 	EXP 	grating: autoDraw = False
173.3147 	EXP 	New trial (rep=79, index=0): None
173.3162 	DATA 	Keypress: down
173.3287 	EXP 	Fixation: autoDraw = False
173.3287 	EXP 	grating: autoDraw = False
173.3287 	EXP 	grating: ori = 4.0
173.3287 	EXP 	Fixation: autoDraw = True
174.3289 	EXP 	Fixation: autoDraw = False
174.3289 	EXP 	grating: autoDraw = True
174.6288 	EXP 	grating: autoDraw = False
175.0660 	EXP 	New trial (rep=80, index=0): None
175.0686 	DATA 	Keypress: down
175.0790 	EXP 	Fixation: autoDraw = False
175.0790 	EXP 	grating: autoDraw = False
175.0790 	EXP 	grating: ori = 0.0
175.0790 	EXP 	Fixation: autoDraw = True
176.0789 	EXP 	Fixation: autoDraw = False
176.0789 	EXP 	grating: autoDraw = True
176.3788 	EXP 	grating: autoDraw = False
176.9493 	EXP 	New trial (rep=81, index=0): None
176.9518 	DATA 	Keypress: up
176.9622 	EXP 	Fixation: autoDraw = False
176.9622 	EXP 	grating: autoDraw = False
176.9622 	EXP 	grating: ori = -3.0
176.9622 	EXP 	Fixation: autoDraw = True
177.9620 	EXP 	Fixation: autoDraw = False
177.9620 	EXP 	grating: autoDraw = True
178.2621 	EXP 	grating: autoDraw = False
178.6154 	EXP 	New trial (rep=82, index=0): None
178.6178 	DATA 	Keypress: down
178.6286 	EXP 	Fixation: autoDraw = False
178.6286 	EXP 	grating: autoDraw = False
178.6286 	EXP 	grating: ori = 0.0
178.6286 	EXP 	Fixation: autoDraw = True
179.6287 	EXP 	Fixation: autoDraw = False
179.6287 	EXP 	grating: autoDraw = True
179.9285 	EXP 	grating: autoDraw = False
180.3661 	EXP 	New trial (rep=83, index=0): None
180.3687 	DATA 	Keypress: up
180.3786 	EXP 	Fixation: autoDraw = False
180.3786 	EXP 	grating: autoDraw = False
180.3786 	EXP 	grating: ori = 2.0
180.3786 	EXP 	Fixation: autoDraw = True
181.3788 	EXP 	Fixation: autoDraw = False
181.3788 	EXP 	grating: autoDraw = True
181.6785 	EXP 	grating: autoDraw = False
182.1324 	EXP 	New trial (rep=84, index=0): None
182.1346 	DATA 	Keypress: up
182.1452 	EXP 	Fixation: autoDraw = False
182.1452 	EXP 	grating: autoDraw = False
182.1452 	EXP 	grating: ori = 0.0
182.1452 	EXP 	Fixation: autoDraw = True
183.1453 	EXP 	Fixation: autoDraw = False
183.1453 	EXP 	grating: autoDraw = True
183.4450 	EXP 	grating: autoDraw = False
183.8163 	EXP 	New trial (rep=85, index=0): None
183.8189 	DATA 	Keypress: down
183.8284 	EXP 	Fixation: autoDraw = False
183.8284 	EXP 	grating: autoDraw = False
183.8284 	EXP 	grating: ori = 0.0
183.8284 	EXP 	Fixation: autoDraw = True
184.8287 	EXP 	Fixation: autoDraw = False
184.8287 	EXP 	grating: autoDraw = True
185.1284 	EXP 	grating: autoDraw = False
185.7989 	EXP 	New trial (rep=86, index=0): None
185.8007 	DATA 	Keypress: up
185.8116 	EXP 	Fixation: autoDraw = False
185.8116 	EXP 	grating: autoDraw = False
185.8116 	EXP 	grating: ori = 0.0
185.8116 	EXP 	Fixation: autoDraw = True
186.8117 	EXP 	Fixation: autoDraw = False
186.8117 	EXP 	grating: autoDraw = True
187.1117 	EXP 	grating: autoDraw = False
187.5984 	EXP 	New trial (rep=87, index=0): None
187.6007 	DATA 	Keypress: down
187.6117 	EXP 	Fixation: autoDraw = False
187.6117 	EXP 	grating: autoDraw = False
187.6117 	EXP 	grating: ori = -5.0
187.6117 	EXP 	Fixation: autoDraw = True
188.6116 	EXP 	Fixation: autoDraw = False
188.6116 	EXP 	grating: autoDraw = True
188.9116 	EXP 	grating: autoDraw = False
189.7150 	EXP 	New trial (rep=88, index=0): None
189.7169 	DATA 	Keypress: down
189.7282 	EXP 	Fixation: autoDraw = False
189.7282 	EXP 	grating: autoDraw = False
189.7282 	EXP 	grating: ori = -4.0
189.7282 	EXP 	Fixation: autoDraw = True
190.7283 	EXP 	Fixation: autoDraw = False
190.7283 	EXP 	grating: autoDraw = True
191.0282 	EXP 	grating: autoDraw = False
191.3822 	EXP 	New trial (rep=89, index=0): None
191.3843 	DATA 	Keypress: down
191.3948 	EXP 	Fixation: autoDraw = False
191.3948 	EXP 	grating: autoDraw = False
191.3948 	EXP 	grating: ori = 0.0
191.3948 	EXP 	Fixation: autoDraw = True
192.3949 	EXP 	Fixation: autoDraw = False
192.3949 	EXP 	grating: autoDraw = True
192.6950 	EXP 	grating: autoDraw = False
193.1985 	EXP 	New trial (rep=90, index=0): None
193.2014 	DATA 	Keypress: up
193.2114 	EXP 	Fixation: autoDraw = False
193.2114 	EXP 	grating: autoDraw = False
193.2114 	EXP 	grating: ori = 2.0
193.2114 	EXP 	Fixation: autoDraw = True
194.2114 	EXP 	Fixation: autoDraw = False
194.2114 	EXP 	grating: autoDraw = True
194.5115 	EXP 	grating: autoDraw = False
195.0484 	EXP 	New trial (rep=91, index=0): None
195.0510 	DATA 	Keypress: down
195.0614 	EXP 	Fixation: autoDraw = False
195.0614 	EXP 	grating: autoDraw = False
195.0614 	EXP 	grating: ori = 0.0
195.0614 	EXP 	Fixation: autoDraw = True
196.0614 	EXP 	Fixation: autoDraw = False
196.0614 	EXP 	grating: autoDraw = True
196.3614 	EXP 	grating: autoDraw = False
196.8149 	EXP 	New trial (rep=92, index=0): None
196.8168 	DATA 	Keypress: up
196.8281 	EXP 	Fixation: autoDraw = False
196.8281 	EXP 	grating: autoDraw = False
196.8281 	EXP 	grating: ori = -4.0
196.8281 	EXP 	Fixation: autoDraw = True
197.8280 	EXP 	Fixation: autoDraw = False
197.8280 	EXP 	grating: autoDraw = True
198.1279 	EXP 	grating: autoDraw = False
198.4485 	EXP 	New trial (rep=93, index=0): None
198.4510 	DATA 	Keypress: down
198.4613 	EXP 	Fixation: autoDraw = False
198.4613 	EXP 	grating: autoDraw = False
198.4613 	EXP 	grating: ori = 0.0
198.4613 	EXP 	Fixation: autoDraw = True
199.4613 	EXP 	Fixation: autoDraw = False
199.4613 	EXP 	grating: autoDraw = True
199.7612 	EXP 	grating: autoDraw = False
200.3490 	EXP 	New trial (rep=94, index=0): None
200.3509 	DATA 	Keypress: down
200.3611 	EXP 	Fixation: autoDraw = False
200.3611 	EXP 	grating: autoDraw = False
200.3611 	EXP 	grating: ori = 4.0
200.3611 	EXP 	Fixation: autoDraw = True
201.3613 	EXP 	Fixation: autoDraw = False
201.3613 	EXP 	grating: autoDraw = True
201.6611 	EXP 	grating: autoDraw = False
202.0824 	EXP 	New trial (rep=95, index=0): None
202.0848 	DATA 	Keypress: down
202.0943 	EXP 	Fixation: autoDraw = False
202.0943 	EXP 	grating: autoDraw = False
202.0943 	EXP 	grating: ori = -2.0
202.0943 	EXP 	Fixation: autoDraw = True
203.0945 	EXP 	Fixation: autoDraw = False
203.0945 	EXP 	grating: autoDraw = True
203.3944 	EXP 	grating: autoDraw = False
203.9154 	EXP 	New trial (rep=96, index=0): None
203.9173 	DATA 	Keypress: down
203.9276 	EXP 	Fixation: autoDraw = False
203.9276 	EXP 	grating: autoDraw = False
203.9276 	EXP 	grating: ori = 0.0
203.9276 	EXP 	Fixation: autoDraw = True
204.9277 	EXP 	Fixation: autoDraw = False
204.9277 	EXP 	grating: autoDraw = True
205.2276 	EXP 	grating: autoDraw = False
205.8469 	EXP 	New trial (rep=97, index=0): None
205.8485 	DATA 	Keypress: up
205.8608 	EXP 	Fixation: autoDraw = False
205.8608 	EXP 	grating: autoDraw = False
205.8608 	EXP 	grating: ori = 0.0
205.8608 	EXP 	Fixation: autoDraw = True
206.8610 	EXP 	Fixation: autoDraw = False
206.8610 	EXP 	grating: autoDraw = True
207.1610 	EXP 	grating: autoDraw = False
207.5652 	EXP 	New trial (rep=98, index=0): None
207.5678 	DATA 	Keypress: down
207.5777 	EXP 	Fixation: autoDraw = False
207.5777 	EXP 	grating: autoDraw = False
207.5777 	EXP 	grating: ori = 4.0
207.5777 	EXP 	Fixation: autoDraw = True
208.5776 	EXP 	Fixation: autoDraw = False
208.5776 	EXP 	grating: autoDraw = True
208.8775 	EXP 	grating: autoDraw = False
209.3319 	EXP 	New trial (rep=99, index=0): None
209.3338 	DATA 	Keypress: down
209.3443 	EXP 	Fixation: autoDraw = False
209.3443 	EXP 	grating: autoDraw = False
209.3443 	EXP 	grating: ori = -3.0
209.3443 	EXP 	Fixation: autoDraw = True
210.3441 	EXP 	Fixation: autoDraw = False
210.3441 	EXP 	grating: autoDraw = True
210.6441 	EXP 	grating: autoDraw = False
211.0976 	DATA 	Keypress: down
211.1108 	EXP 	Fixation: autoDraw = False
211.1108 	EXP 	grating: autoDraw = False
211.2935 	EXP 	window1: mouseVisible = True
